feature_1,feature_2,label
-6.9556741250671,-8.308206871219552,0
2.24821138028274,-7.441545049758207,0
0.24506647769918644,-4.738667055595345,0
-8.838311786767248,-1.0935399366397025,0
-4.5813658044403605,-6.576859261297323,0
-7.731682009477991,-8.690562104052407,0
4.674584218645322,1.9530889711577153,1
1.942585108514832,-5.133732428096264,0
-6.474044731523696,-3.2968402695842443,0
-4.9777193306896255,9.195999864717088,1
8.960998662654834,1.5618923386778576,1
2.5977119379224494,0.261385756153377,1
7.81453320458381,-3.789349302347804,1
9.97211073790232,8.505169650226133,1
7.392861872126172,-5.488140475469403,1
9.043134052777184,-0.1486908515577312,1
4.887694609036295,4.423803912388777,1
-5.7506793728894445,-0.47768437414518417,0
-9.112673363804165,-3.1746225386947824,0
-5.235944334952773,8.265831130175624,1
-0.08159235125444653,5.285742672836189,1
-4.234960098534046,-1.458197629056535,0
8.319987257505524,7.645019268403065,1
0.22831835905532927,3.6536831202010323,1
4.0298975640442904,7.010392654543317,1
-6.317098019560364,6.353489798061073,1
1.9446604086800274,3.988692037768333,1
4.532691628358252,2.307518560855959,1
2.6853287470817016,8.88355832306387,1
-2.1543734852497254,5.332882227996478,1
0.9958646257581805,-5.409582280083884,0
8.299734271675913,5.526778799880992,1
1.6918115442883312,-4.939211549125606,0
-0.33676877503424585,-3.984147038762938,0
7.84496258312824,3.3624680476146196,1
4.660599406290601,-6.743699124322613,0
-8.301808267891158,0.5611269583987664,0
0.07468652006500598,0.5279278186811638,1
0.2688027125354395,-4.992457616927153,0
0.2983079181553716,-8.898237078833887,0
5.868004499155823,2.342787043600225,1
5.822291504192377,0.3980098134658796,1
-0.5100079042139498,6.190105825812644,1
7.597805081380933,-5.699981736421947,1
5.262825685000331,-8.012278699824602,0
7.762094807510987,4.738947547567225,1
-1.059470558536681,9.829042603345048,1
-6.506312428286096,-9.377884103815079,0
4.635204737320018,-1.553951648425997,1
4.551415583244152,-3.1484850410361727,1
-4.412404176413269,2.6999794650872424,0
5.362987993433938,-2.513979451293455,1
3.8452510706390886,-0.6176383851468152,1
-8.827268460647609,-8.53625193818342,0
-0.5134521720374874,1.3479400316508805,1
3.3624250189736493,0.7838341205259898,1
-0.6686488764260012,3.234057448651475,1
-6.462423986820558,-1.6866805268565788,0
7.052396543722871,3.9039151572932127,1
0.21107966896185992,-6.951760392576767,0
0.7670053919046449,-7.73279347108514,0
-1.7939428572340326,-7.42932655264436,0
-5.369670234296247,3.435217133795277,0
0.9054183083124343,2.162393014859683,1
-1.306157142039483,3.0694409376902883,1
6.276448424228526,7.5083114020814214,1
6.755170214012686,-7.936850336464736,0
1.2312650545242505,-3.5468562210208106,0
4.7718219882995605,2.9690536706642785,1
6.017251004297194,-4.158886781056128,1
2.1363016766480776,-5.654476447021281,0
7.240051718839279,-4.459438133064532,1
-9.114878424703905,-3.488383919793849,0
5.084733207877397,-1.2681455181073424,1
6.509636652567291,-2.30205028203311,1
-8.587045125844854,5.240425835221366,0
-7.682160128335729,5.665364653844742,0
-3.821747033269167,2.3249547482200423,0
-0.8141869286174703,8.26677421799365,1
-7.43359633956409,-8.9081035890272,0
0.8646539229261574,8.876440134788023,1
7.589731864247934,6.220611684949709,1
0.2799398748494575,7.50358666918569,1
-4.7769993415519725,-7.589807510108417,0
8.86899049194388,9.186879731599824,1
5.99092032040075,-2.328739301159435,1
9.72512758273908,2.9669818639384253,1
4.765417309901778,0.008301053920989787,1
2.907616870532495,0.6397401448835165,1
-1.0594584223902554,-6.069613756808625,0
-2.430328839428957,4.004400255198613,1
7.484295403143612,0.8282083014885906,1
6.2618705776035135,-9.72312394028573,0
-4.89919282810299,1.3359102572776642,0
-4.186728988726531,-6.1544398381434,0
-6.754361762973233,-7.823241076865779,0
-0.4704651926387715,-7.986870062380018,0
1.0909130622778846,5.027623284763038,1
5.423226530682349,-7.44593769829486,0
4.420051638705701,7.0218762176078044,1
-7.400706231301564,-3.4914853308869116,0
-7.7823174973727465,-4.119179250601535,0
0.22592069474412924,-2.595351753913837,0
5.296860163840847,-5.038907391829575,1
4.125094746976055,1.82016735191654,1
-7.3091613315744075,-7.810593641629091,0
-8.584013645418988,-0.48655728529934805,0
1.3022217400304985,-2.968830673587717,0
-6.19392892382651,-7.666898502204318,0
-1.6500624815965708,1.5816451165184908,0
-7.292799126833566,-3.0774536329922437,0
-8.096975205263103,-6.8222189234187836,0
-8.016789433810947,-0.9260379733989605,0
4.7800020416675295,4.396415373591617,1
2.873205884035542,-3.2573967741243592,0
-1.2045225989965402,7.533338259012858,1
9.374371757184822,-3.356816145776871,1
7.48603050055458,3.1025415682334323,1
4.28511921266789,-8.463047488829778,0
